"Date","Industry","Value"
1990-10-01,"Warehouse clubs and supercenters",0.6515
1990-11-01,"Warehouse clubs and supercenters",0.6505
1990-12-01,"Warehouse clubs and supercenters",0.649
1991-01-01,"Warehouse clubs and supercenters",0.6458
1991-02-01,"Warehouse clubs and supercenters",0.6417
1991-03-01,"Warehouse clubs and supercenters",0.6401
1991-04-01,"Warehouse clubs and supercenters",0.6376
1991-05-01,"Warehouse clubs and supercenters",0.6349
1991-06-01,"Warehouse clubs and supercenters",0.6338
1991-07-01,"Warehouse clubs and supercenters",0.6316
1991-08-01,"Warehouse clubs and supercenters",0.6299
1991-09-01,"Warehouse clubs and supercenters",0.6278
1991-10-01,"Warehouse clubs and supercenters",0.6261
1991-11-01,"Warehouse clubs and supercenters",0.6257
1991-12-01,"Warehouse clubs and supercenters",0.6268
1992-01-01,"Warehouse clubs and supercenters",0.6287
1992-02-01,"Warehouse clubs and supercenters",0.6288
1992-03-01,"Warehouse clubs and supercenters",0.6283
1992-04-01,"Warehouse clubs and supercenters",0.6304
1992-05-01,"Warehouse clubs and supercenters",0.6341
1992-06-01,"Warehouse clubs and supercenters",0.6354
1992-07-01,"Warehouse clubs and supercenters",0.6332
1992-08-01,"Warehouse clubs and supercenters",0.6346
1992-09-01,"Warehouse clubs and supercenters",0.6363
1992-10-01,"Warehouse clubs and supercenters",0.6372
1992-11-01,"Warehouse clubs and supercenters",0.6362
1992-12-01,"Warehouse clubs and supercenters",0.6396
1993-01-01,"Warehouse clubs and supercenters",0.6418
1993-02-01,"Warehouse clubs and supercenters",0.6456
1993-03-01,"Warehouse clubs and supercenters",0.6449
1993-04-01,"Warehouse clubs and supercenters",0.6434
1993-05-01,"Warehouse clubs and supercenters",0.6438
1993-06-01,"Warehouse clubs and supercenters",0.6445
1993-07-01,"Warehouse clubs and supercenters",0.6467
1993-08-01,"Warehouse clubs and supercenters",0.648
1993-09-01,"Warehouse clubs and supercenters",0.6495
1993-10-01,"Warehouse clubs and supercenters",0.6504
1993-11-01,"Warehouse clubs and supercenters",0.6523
1993-12-01,"Warehouse clubs and supercenters",0.6506
1994-01-01,"Warehouse clubs and supercenters",0.6523
1994-02-01,"Warehouse clubs and supercenters",0.6581
1994-03-01,"Warehouse clubs and supercenters",0.6608
1994-04-01,"Warehouse clubs and supercenters",0.6647
1994-05-01,"Warehouse clubs and supercenters",0.6666
1994-06-01,"Warehouse clubs and supercenters",0.6693
1994-07-01,"Warehouse clubs and supercenters",0.675
1994-08-01,"Warehouse clubs and supercenters",0.68
1994-09-01,"Warehouse clubs and supercenters",0.6835
1994-10-01,"Warehouse clubs and supercenters",0.6852
1994-11-01,"Warehouse clubs and supercenters",0.6986
1994-12-01,"Warehouse clubs and supercenters",0.6949
1995-01-01,"Warehouse clubs and supercenters",0.7016
1995-02-01,"Warehouse clubs and supercenters",0.6987
1995-03-01,"Warehouse clubs and supercenters",0.6926
1995-04-01,"Warehouse clubs and supercenters",0.7028
1995-05-01,"Warehouse clubs and supercenters",0.6999
1995-06-01,"Warehouse clubs and supercenters",0.7025
1995-07-01,"Warehouse clubs and supercenters",0.7035
1995-08-01,"Warehouse clubs and supercenters",0.7031
1995-09-01,"Warehouse clubs and supercenters",0.7038
1995-10-01,"Warehouse clubs and supercenters",0.7057
1995-11-01,"Warehouse clubs and supercenters",0.7041
1995-12-01,"Warehouse clubs and supercenters",0.7027
1996-01-01,"Warehouse clubs and supercenters",0.7029
1996-02-01,"Warehouse clubs and supercenters",0.7028
1996-03-01,"Warehouse clubs and supercenters",0.7054
1996-04-01,"Warehouse clubs and supercenters",0.7049
1996-05-01,"Warehouse clubs and supercenters",0.7105
1996-06-01,"Warehouse clubs and supercenters",0.7114
1996-07-01,"Warehouse clubs and supercenters",0.7112
1996-08-01,"Warehouse clubs and supercenters",0.7106
1996-09-01,"Warehouse clubs and supercenters",0.7107
1996-10-01,"Warehouse clubs and supercenters",0.7119
1996-11-01,"Warehouse clubs and supercenters",0.7108
1996-12-01,"Warehouse clubs and supercenters",0.7114
1997-01-01,"Warehouse clubs and supercenters",0.7083
1997-02-01,"Warehouse clubs and supercenters",0.7056
1997-03-01,"Warehouse clubs and supercenters",0.7106
1997-04-01,"Warehouse clubs and supercenters",0.7124
1997-05-01,"Warehouse clubs and supercenters",0.7094
1997-06-01,"Warehouse clubs and supercenters",0.7101
1997-07-01,"Warehouse clubs and supercenters",0.7116
1997-08-01,"Warehouse clubs and supercenters",0.713
1997-09-01,"Warehouse clubs and supercenters",0.7131
1997-10-01,"Warehouse clubs and supercenters",0.716
1997-11-01,"Warehouse clubs and supercenters",0.7204
1997-12-01,"Warehouse clubs and supercenters",0.7218
1998-01-01,"Warehouse clubs and supercenters",0.7193
1998-02-01,"Warehouse clubs and supercenters",0.719
1998-03-01,"Warehouse clubs and supercenters",0.7175
1998-04-01,"Warehouse clubs and supercenters",0.7171
1998-05-01,"Warehouse clubs and supercenters",0.72
1998-06-01,"Warehouse clubs and supercenters",0.7199
1998-07-01,"Warehouse clubs and supercenters",0.7202
1998-08-01,"Warehouse clubs and supercenters",0.7211
1998-09-01,"Warehouse clubs and supercenters",0.725
1998-10-01,"Warehouse clubs and supercenters",0.7268
1998-11-01,"Warehouse clubs and supercenters",0.7286
1998-12-01,"Warehouse clubs and supercenters",0.7308
1999-01-01,"Warehouse clubs and supercenters",0.7313
1999-02-01,"Warehouse clubs and supercenters",0.731
1999-03-01,"Warehouse clubs and supercenters",0.7324
1999-04-01,"Warehouse clubs and supercenters",0.7346
1999-05-01,"Warehouse clubs and supercenters",0.7323
1999-06-01,"Warehouse clubs and supercenters",0.7326
1999-07-01,"Warehouse clubs and supercenters",0.7322
1999-08-01,"Warehouse clubs and supercenters",0.7316
1999-09-01,"Warehouse clubs and supercenters",0.7305
1999-10-01,"Warehouse clubs and supercenters",0.7354
1999-11-01,"Warehouse clubs and supercenters",0.7318
1999-12-01,"Warehouse clubs and supercenters",0.7563
2000-01-01,"Warehouse clubs and supercenters",0.7519
2000-02-01,"Warehouse clubs and supercenters",0.7471
2000-03-01,"Warehouse clubs and supercenters",0.7441
2000-04-01,"Warehouse clubs and supercenters",0.7535
2000-05-01,"Warehouse clubs and supercenters",0.7401
2000-06-01,"Warehouse clubs and supercenters",0.738
2000-07-01,"Warehouse clubs and supercenters",0.7401
2000-08-01,"Warehouse clubs and supercenters",0.7442
2000-09-01,"Warehouse clubs and supercenters",0.7466
2000-10-01,"Warehouse clubs and supercenters",0.7516
2000-11-01,"Warehouse clubs and supercenters",0.7664
2000-12-01,"Warehouse clubs and supercenters",0.77
2001-01-01,"Warehouse clubs and supercenters",0.7617
2001-02-01,"Warehouse clubs and supercenters",0.7574
2001-03-01,"Warehouse clubs and supercenters",0.7549
2001-04-01,"Warehouse clubs and supercenters",0.7556
2001-05-01,"Warehouse clubs and supercenters",0.7622
2001-06-01,"Warehouse clubs and supercenters",0.7644
2001-07-01,"Warehouse clubs and supercenters",0.763
2001-08-01,"Warehouse clubs and supercenters",0.7664
2001-09-01,"Warehouse clubs and supercenters",0.7731
2001-10-01,"Warehouse clubs and supercenters",0.7802
2001-11-01,"Warehouse clubs and supercenters",0.7765
2001-12-01,"Warehouse clubs and supercenters",0.7663
2002-01-01,"Warehouse clubs and supercenters",0.7731
2002-02-01,"Warehouse clubs and supercenters",0.7923
2002-03-01,"Warehouse clubs and supercenters",0.8046
2002-04-01,"Warehouse clubs and supercenters",0.8122
2002-05-01,"Warehouse clubs and supercenters",0.8194
2002-06-01,"Warehouse clubs and supercenters",0.8263
2002-07-01,"Warehouse clubs and supercenters",0.8293
2002-08-01,"Warehouse clubs and supercenters",0.8226
2002-09-01,"Warehouse clubs and supercenters",0.8296
2002-10-01,"Warehouse clubs and supercenters",0.8328
2002-11-01,"Warehouse clubs and supercenters",0.8366
2002-12-01,"Warehouse clubs and supercenters",0.8426
2003-01-01,"Warehouse clubs and supercenters",0.8485
2003-02-01,"Warehouse clubs and supercenters",0.8613
2003-03-01,"Warehouse clubs and supercenters",0.8724
2003-04-01,"Warehouse clubs and supercenters",0.8801
2003-05-01,"Warehouse clubs and supercenters",0.8828
2003-06-01,"Warehouse clubs and supercenters",0.8847
2003-07-01,"Warehouse clubs and supercenters",0.8939
2003-08-01,"Warehouse clubs and supercenters",0.9014
2003-09-01,"Warehouse clubs and supercenters",0.906
2003-10-01,"Warehouse clubs and supercenters",0.9093
2003-11-01,"Warehouse clubs and supercenters",0.91
2003-12-01,"Warehouse clubs and supercenters",0.9156
2004-01-01,"Warehouse clubs and supercenters",0.9156
2004-02-01,"Warehouse clubs and supercenters",0.9148
2004-03-01,"Warehouse clubs and supercenters",0.9161
2004-04-01,"Warehouse clubs and supercenters",0.9197
2004-05-01,"Warehouse clubs and supercenters",0.9239
2004-06-01,"Warehouse clubs and supercenters",0.942
2004-07-01,"Warehouse clubs and supercenters",0.9384
2004-08-01,"Warehouse clubs and supercenters",0.9437
2004-09-01,"Warehouse clubs and supercenters",0.9512
2004-10-01,"Warehouse clubs and supercenters",0.9587
2004-11-01,"Warehouse clubs and supercenters",0.9664
2004-12-01,"Warehouse clubs and supercenters",0.974
2005-01-01,"Warehouse clubs and supercenters",0.9809
2005-02-01,"Warehouse clubs and supercenters",0.9931
2005-03-01,"Warehouse clubs and supercenters",0.9939
2005-04-01,"Warehouse clubs and supercenters",1.0037
2005-05-01,"Warehouse clubs and supercenters",1.0076
2005-06-01,"Warehouse clubs and supercenters",1.0145
2005-07-01,"Warehouse clubs and supercenters",1.0188
2005-08-01,"Warehouse clubs and supercenters",1.0267
2005-09-01,"Warehouse clubs and supercenters",1.0323
2005-10-01,"Warehouse clubs and supercenters",1.038
2005-11-01,"Warehouse clubs and supercenters",1.057
2005-12-01,"Warehouse clubs and supercenters",1.0501
2006-01-01,"Warehouse clubs and supercenters",1.055
2006-02-01,"Warehouse clubs and supercenters",1.0526
2006-03-01,"Warehouse clubs and supercenters",1.075
2006-04-01,"Warehouse clubs and supercenters",1.053
2006-05-01,"Warehouse clubs and supercenters",1.0515
2006-06-01,"Warehouse clubs and supercenters",1.0467
2006-07-01,"Warehouse clubs and supercenters",1.0422
2006-08-01,"Warehouse clubs and supercenters",1.0482
2006-09-01,"Warehouse clubs and supercenters",1.0519
2006-10-01,"Warehouse clubs and supercenters",1.0541
2006-11-01,"Warehouse clubs and supercenters",1.0544
2006-12-01,"Warehouse clubs and supercenters",1.0558
2007-01-01,"Warehouse clubs and supercenters",1.0637
2007-02-01,"Warehouse clubs and supercenters",1.0715
2007-03-01,"Warehouse clubs and supercenters",1.1122
2007-04-01,"Warehouse clubs and supercenters",1.0852
2007-05-01,"Warehouse clubs and supercenters",1.1018
2007-06-01,"Warehouse clubs and supercenters",1.0989
2007-07-01,"Warehouse clubs and supercenters",1.1028
2007-08-01,"Warehouse clubs and supercenters",1.106
2007-09-01,"Warehouse clubs and supercenters",1.1132
2007-10-01,"Warehouse clubs and supercenters",1.118
2007-11-01,"Warehouse clubs and supercenters",1.1238
2007-12-01,"Warehouse clubs and supercenters",1.1282
2008-01-01,"Warehouse clubs and supercenters",1.1355
2008-02-01,"Warehouse clubs and supercenters",1.1416
2008-03-01,"Warehouse clubs and supercenters",1.1568
2008-04-01,"Warehouse clubs and supercenters",1.1452
2008-05-01,"Warehouse clubs and supercenters",1.147
2008-06-01,"Warehouse clubs and supercenters",1.1488
2008-07-01,"Warehouse clubs and supercenters",1.1581
2008-08-01,"Warehouse clubs and supercenters",1.1618
2008-09-01,"Warehouse clubs and supercenters",1.1618
2008-10-01,"Warehouse clubs and supercenters",1.1577
2008-11-01,"Warehouse clubs and supercenters",1.1634
2008-12-01,"Warehouse clubs and supercenters",1.1693
2009-01-01,"Warehouse clubs and supercenters",1.1643
2009-02-01,"Warehouse clubs and supercenters",1.1562
2009-03-01,"Warehouse clubs and supercenters",1.1707
2009-04-01,"Warehouse clubs and supercenters",1.1703
2009-05-01,"Warehouse clubs and supercenters",1.1765
2009-06-01,"Warehouse clubs and supercenters",1.1684
2009-07-01,"Warehouse clubs and supercenters",1.1595
2009-08-01,"Warehouse clubs and supercenters",1.1551
2009-09-01,"Warehouse clubs and supercenters",1.1482
2009-10-01,"Warehouse clubs and supercenters",1.1468
2009-11-01,"Warehouse clubs and supercenters",1.1423
2009-12-01,"Warehouse clubs and supercenters",1.1332
2010-01-01,"Warehouse clubs and supercenters",1.1361
2010-02-01,"Warehouse clubs and supercenters",1.136
2010-03-01,"Warehouse clubs and supercenters",1.1385
2010-04-01,"Warehouse clubs and supercenters",1.1296
2010-05-01,"Warehouse clubs and supercenters",1.1411
2010-06-01,"Warehouse clubs and supercenters",1.1482
2010-07-01,"Warehouse clubs and supercenters",1.1588
2010-08-01,"Warehouse clubs and supercenters",1.1585
2010-09-01,"Warehouse clubs and supercenters",1.1603
2010-10-01,"Warehouse clubs and supercenters",1.1595
2010-11-01,"Warehouse clubs and supercenters",1.1556
2010-12-01,"Warehouse clubs and supercenters",1.1613
2011-01-01,"Warehouse clubs and supercenters",1.1694
2011-02-01,"Warehouse clubs and supercenters",1.1738
2011-03-01,"Warehouse clubs and supercenters",1.1562
2011-04-01,"Warehouse clubs and supercenters",1.1819
2011-05-01,"Warehouse clubs and supercenters",1.186
2011-06-01,"Warehouse clubs and supercenters",1.1927
2011-07-01,"Warehouse clubs and supercenters",1.1973
2011-08-01,"Warehouse clubs and supercenters",1.1988
2011-09-01,"Warehouse clubs and supercenters",1.2035
2011-10-01,"Warehouse clubs and supercenters",1.2106
2011-11-01,"Warehouse clubs and supercenters",1.2165
2011-12-01,"Warehouse clubs and supercenters",1.219
2012-01-01,"Warehouse clubs and supercenters",1.2217
2012-02-01,"Warehouse clubs and supercenters",1.2117
2012-03-01,"Warehouse clubs and supercenters",1.1969
2012-04-01,"Warehouse clubs and supercenters",1.2222
2012-05-01,"Warehouse clubs and supercenters",1.229
2012-06-01,"Warehouse clubs and supercenters",1.2342
2012-07-01,"Warehouse clubs and supercenters",1.2431
2012-08-01,"Warehouse clubs and supercenters",1.2514
2012-09-01,"Warehouse clubs and supercenters",1.2616
2012-10-01,"Warehouse clubs and supercenters",1.2722
2012-11-01,"Warehouse clubs and supercenters",1.2812
2012-12-01,"Warehouse clubs and supercenters",1.2902
2013-01-01,"Warehouse clubs and supercenters",1.2972
2013-02-01,"Warehouse clubs and supercenters",1.308
2013-03-01,"Warehouse clubs and supercenters",1.3175
2013-04-01,"Warehouse clubs and supercenters",1.3236
2013-05-01,"Warehouse clubs and supercenters",1.3298
2013-06-01,"Warehouse clubs and supercenters",1.3312
2013-07-01,"Warehouse clubs and supercenters",1.3339
2013-08-01,"Warehouse clubs and supercenters",1.3381
2013-09-01,"Warehouse clubs and supercenters",1.3413
2013-10-01,"Warehouse clubs and supercenters",1.3406
2013-11-01,"Warehouse clubs and supercenters",1.3455
2013-12-01,"Warehouse clubs and supercenters",1.3487
2014-01-01,"Warehouse clubs and supercenters",1.3526
2014-02-01,"Warehouse clubs and supercenters",1.3549
2014-03-01,"Warehouse clubs and supercenters",1.3496
2014-04-01,"Warehouse clubs and supercenters",1.355
2014-05-01,"Warehouse clubs and supercenters",1.3547
2014-06-01,"Warehouse clubs and supercenters",1.3593
2014-07-01,"Warehouse clubs and supercenters",1.362
2014-08-01,"Warehouse clubs and supercenters",1.365
2014-09-01,"Warehouse clubs and supercenters",1.367
2014-10-01,"Warehouse clubs and supercenters",1.3716
2014-11-01,"Warehouse clubs and supercenters",1.3738
2014-12-01,"Warehouse clubs and supercenters",1.3768
2015-01-01,"Warehouse clubs and supercenters",1.3783
2015-02-01,"Warehouse clubs and supercenters",1.3807
2015-03-01,"Warehouse clubs and supercenters",1.3821
2015-04-01,"Warehouse clubs and supercenters",1.3959
2015-05-01,"Warehouse clubs and supercenters",1.3995
2015-06-01,"Warehouse clubs and supercenters",1.4051
2015-07-01,"Warehouse clubs and supercenters",1.41
2015-08-01,"Warehouse clubs and supercenters",1.4137
2015-09-01,"Warehouse clubs and supercenters",1.4176
2015-10-01,"Warehouse clubs and supercenters",1.4215
2015-11-01,"Warehouse clubs and supercenters",1.4244
2015-12-01,"Warehouse clubs and supercenters",1.4271
2016-01-01,"Warehouse clubs and supercenters",1.4319
2016-02-01,"Warehouse clubs and supercenters",1.4337
2016-03-01,"Warehouse clubs and supercenters",1.4381
2016-04-01,"Warehouse clubs and supercenters",1.4406
2016-05-01,"Warehouse clubs and supercenters",1.4456
2016-06-01,"Warehouse clubs and supercenters",1.4477
2016-07-01,"Warehouse clubs and supercenters",1.4511
2016-08-01,"Warehouse clubs and supercenters",1.4552
2016-09-01,"Warehouse clubs and supercenters",1.4588
2016-10-01,"Warehouse clubs and supercenters",1.464
2016-11-01,"Warehouse clubs and supercenters",1.4518
2016-12-01,"Warehouse clubs and supercenters",1.453
2017-01-01,"Warehouse clubs and supercenters",1.4425
2017-02-01,"Warehouse clubs and supercenters",1.4405
2017-03-01,"Warehouse clubs and supercenters",1.4228
1990-01-01,"All other general merchandise stores",0.3641
1990-02-01,"All other general merchandise stores",0.3575
1990-03-01,"All other general merchandise stores",0.3525
1990-04-01,"All other general merchandise stores",0.3535
1990-05-01,"All other general merchandise stores",0.3526
1990-06-01,"All other general merchandise stores",0.3515
1990-07-01,"All other general merchandise stores",0.3512
1990-08-01,"All other general merchandise stores",0.3505
1990-09-01,"All other general merchandise stores",0.3454
1990-10-01,"All other general merchandise stores",0.3487
1990-11-01,"All other general merchandise stores",0.3506
1990-12-01,"All other general merchandise stores",0.3512
1991-01-01,"All other general merchandise stores",0.349
1991-02-01,"All other general merchandise stores",0.3482
1991-03-01,"All other general merchandise stores",0.3453
1991-04-01,"All other general merchandise stores",0.3431
1991-05-01,"All other general merchandise stores",0.3418
1991-06-01,"All other general merchandise stores",0.3418
1991-07-01,"All other general merchandise stores",0.3418
1991-08-01,"All other general merchandise stores",0.3419
1991-09-01,"All other general merchandise stores",0.3412
1991-10-01,"All other general merchandise stores",0.3384
1991-11-01,"All other general merchandise stores",0.3361
1991-12-01,"All other general merchandise stores",0.3392
1992-01-01,"All other general merchandise stores",0.3391
1992-02-01,"All other general merchandise stores",0.3381
1992-03-01,"All other general merchandise stores",0.3394
1992-04-01,"All other general merchandise stores",0.3393
1992-05-01,"All other general merchandise stores",0.3386
1992-06-01,"All other general merchandise stores",0.339
1992-07-01,"All other general merchandise stores",0.3376
1992-08-01,"All other general merchandise stores",0.335
1992-09-01,"All other general merchandise stores",0.3334
1992-10-01,"All other general merchandise stores",0.3338
1992-11-01,"All other general merchandise stores",0.3305
1992-12-01,"All other general merchandise stores",0.3271
1993-01-01,"All other general merchandise stores",0.3232
1993-02-01,"All other general merchandise stores",0.3252
1993-03-01,"All other general merchandise stores",0.3231
1993-04-01,"All other general merchandise stores",0.3213
1993-05-01,"All other general merchandise stores",0.3208
1993-06-01,"All other general merchandise stores",0.3174
1993-07-01,"All other general merchandise stores",0.3156
1993-08-01,"All other general merchandise stores",0.3138
1993-09-01,"All other general merchandise stores",0.3128
1993-10-01,"All other general merchandise stores",0.3104
1993-11-01,"All other general merchandise stores",0.307
1993-12-01,"All other general merchandise stores",0.3075
1994-01-01,"All other general merchandise stores",0.3068
1994-02-01,"All other general merchandise stores",0.3108
1994-03-01,"All other general merchandise stores",0.3089
1994-04-01,"All other general merchandise stores",0.3065
1994-05-01,"All other general merchandise stores",0.3046
1994-06-01,"All other general merchandise stores",0.304
1994-07-01,"All other general merchandise stores",0.3032
1994-08-01,"All other general merchandise stores",0.3042
1994-09-01,"All other general merchandise stores",0.3032
1994-10-01,"All other general merchandise stores",0.3044
1994-11-01,"All other general merchandise stores",0.3036
1994-12-01,"All other general merchandise stores",0.3042
1995-01-01,"All other general merchandise stores",0.3039
1995-02-01,"All other general merchandise stores",0.3027
1995-03-01,"All other general merchandise stores",0.3017
1995-04-01,"All other general merchandise stores",0.3032
1995-05-01,"All other general merchandise stores",0.3035
1995-06-01,"All other general merchandise stores",0.3038
1995-07-01,"All other general merchandise stores",0.3038
1995-08-01,"All other general merchandise stores",0.3046
1995-09-01,"All other general merchandise stores",0.3052
1995-10-01,"All other general merchandise stores",0.3024
1995-11-01,"All other general merchandise stores",0.302
1995-12-01,"All other general merchandise stores",0.3012
1996-01-01,"All other general merchandise stores",0.3027
1996-02-01,"All other general merchandise stores",0.3032
1996-03-01,"All other general merchandise stores",0.3047
1996-04-01,"All other general merchandise stores",0.3046
1996-05-01,"All other general merchandise stores",0.3038
1996-06-01,"All other general merchandise stores",0.3012
1996-07-01,"All other general merchandise stores",0.3004
1996-08-01,"All other general merchandise stores",0.2988
1996-09-01,"All other general merchandise stores",0.2997
1996-10-01,"All other general merchandise stores",0.302
1996-11-01,"All other general merchandise stores",0.3077
1996-12-01,"All other general merchandise stores",0.3079
1997-01-01,"All other general merchandise stores",0.2996
1997-02-01,"All other general merchandise stores",0.2984
1997-03-01,"All other general merchandise stores",0.2955
1997-04-01,"All other general merchandise stores",0.294
1997-05-01,"All other general merchandise stores",0.2942
1997-06-01,"All other general merchandise stores",0.2958
1997-07-01,"All other general merchandise stores",0.2895
1997-08-01,"All other general merchandise stores",0.2918
1997-09-01,"All other general merchandise stores",0.2881
1997-10-01,"All other general merchandise stores",0.2864
1997-11-01,"All other general merchandise stores",0.2845
1997-12-01,"All other general merchandise stores",0.2898
1998-01-01,"All other general merchandise stores",0.2822
1998-02-01,"All other general merchandise stores",0.2778
1998-03-01,"All other general merchandise stores",0.2771
1998-04-01,"All other general merchandise stores",0.2791
1998-05-01,"All other general merchandise stores",0.2797
1998-06-01,"All other general merchandise stores",0.2828
1998-07-01,"All other general merchandise stores",0.2842
1998-08-01,"All other general merchandise stores",0.2882
1998-09-01,"All other general merchandise stores",0.2941
1998-10-01,"All other general merchandise stores",0.2931
1998-11-01,"All other general merchandise stores",0.2949
1998-12-01,"All other general merchandise stores",0.296
1999-01-01,"All other general merchandise stores",0.3014
1999-02-01,"All other general merchandise stores",0.3064
1999-03-01,"All other general merchandise stores",0.3083
1999-04-01,"All other general merchandise stores",0.3058
1999-05-01,"All other general merchandise stores",0.3026
1999-06-01,"All other general merchandise stores",0.3044
1999-07-01,"All other general merchandise stores",0.3081
1999-08-01,"All other general merchandise stores",0.3099
1999-09-01,"All other general merchandise stores",0.3117
1999-10-01,"All other general merchandise stores",0.3114
1999-11-01,"All other general merchandise stores",0.3167
1999-12-01,"All other general merchandise stores",0.3189
2000-01-01,"All other general merchandise stores",0.3165
2000-02-01,"All other general merchandise stores",0.3139
2000-03-01,"All other general merchandise stores",0.3131
2000-04-01,"All other general merchandise stores",0.3166
2000-05-01,"All other general merchandise stores",0.3165
2000-06-01,"All other general merchandise stores",0.3168
2000-07-01,"All other general merchandise stores",0.3171
2000-08-01,"All other general merchandise stores",0.317
2000-09-01,"All other general merchandise stores",0.3165
2000-10-01,"All other general merchandise stores",0.3172
2000-11-01,"All other general merchandise stores",0.314
2000-12-01,"All other general merchandise stores",0.3153
2001-01-01,"All other general merchandise stores",0.3143
2001-02-01,"All other general merchandise stores",0.3122
2001-03-01,"All other general merchandise stores",0.3119
2001-04-01,"All other general merchandise stores",0.3084
2001-05-01,"All other general merchandise stores",0.3094
2001-06-01,"All other general merchandise stores",0.309
2001-07-01,"All other general merchandise stores",0.307
2001-08-01,"All other general merchandise stores",0.3055
2001-09-01,"All other general merchandise stores",0.3045
2001-10-01,"All other general merchandise stores",0.3056
2001-11-01,"All other general merchandise stores",0.3117
2001-12-01,"All other general merchandise stores",0.3082
2002-01-01,"All other general merchandise stores",0.3096
2002-02-01,"All other general merchandise stores",0.3117
2002-03-01,"All other general merchandise stores",0.3116
2002-04-01,"All other general merchandise stores",0.3109
2002-05-01,"All other general merchandise stores",0.3083
2002-06-01,"All other general merchandise stores",0.3096
2002-07-01,"All other general merchandise stores",0.3105
2002-08-01,"All other general merchandise stores",0.3087
2002-09-01,"All other general merchandise stores",0.3097
2002-10-01,"All other general merchandise stores",0.3117
2002-11-01,"All other general merchandise stores",0.3103
2002-12-01,"All other general merchandise stores",0.3054
2003-01-01,"All other general merchandise stores",0.3097
2003-02-01,"All other general merchandise stores",0.3123
2003-03-01,"All other general merchandise stores",0.3118
2003-04-01,"All other general merchandise stores",0.3137
2003-05-01,"All other general merchandise stores",0.3148
2003-06-01,"All other general merchandise stores",0.3133
2003-07-01,"All other general merchandise stores",0.3136
2003-08-01,"All other general merchandise stores",0.3148
2003-09-01,"All other general merchandise stores",0.314
2003-10-01,"All other general merchandise stores",0.3125
2003-11-01,"All other general merchandise stores",0.3125
2003-12-01,"All other general merchandise stores",0.3085
2004-01-01,"All other general merchandise stores",0.3141
2004-02-01,"All other general merchandise stores",0.3161
2004-03-01,"All other general merchandise stores",0.3164
2004-04-01,"All other general merchandise stores",0.317
2004-05-01,"All other general merchandise stores",0.3192
2004-06-01,"All other general merchandise stores",0.3205
2004-07-01,"All other general merchandise stores",0.3198
2004-08-01,"All other general merchandise stores",0.3206
2004-09-01,"All other general merchandise stores",0.3217
2004-10-01,"All other general merchandise stores",0.3214
2004-11-01,"All other general merchandise stores",0.3239
2004-12-01,"All other general merchandise stores",0.3231
2005-01-01,"All other general merchandise stores",0.3235
2005-02-01,"All other general merchandise stores",0.3243
2005-03-01,"All other general merchandise stores",0.3249
2005-04-01,"All other general merchandise stores",0.3248
2005-05-01,"All other general merchandise stores",0.3239
2005-06-01,"All other general merchandise stores",0.3228
2005-07-01,"All other general merchandise stores",0.3211
2005-08-01,"All other general merchandise stores",0.3208
2005-09-01,"All other general merchandise stores",0.3188
2005-10-01,"All other general merchandise stores",0.32
2005-11-01,"All other general merchandise stores",0.3186
2005-12-01,"All other general merchandise stores",0.3176
2006-01-01,"All other general merchandise stores",0.32
2006-02-01,"All other general merchandise stores",0.3208
2006-03-01,"All other general merchandise stores",0.3216
2006-04-01,"All other general merchandise stores",0.3257
2006-05-01,"All other general merchandise stores",0.3237
2006-06-01,"All other general merchandise stores",0.3227
2006-07-01,"All other general merchandise stores",0.3253
2006-08-01,"All other general merchandise stores",0.3245
2006-09-01,"All other general merchandise stores",0.3265
2006-10-01,"All other general merchandise stores",0.3284
2006-11-01,"All other general merchandise stores",0.3292
2006-12-01,"All other general merchandise stores",0.3286
2007-01-01,"All other general merchandise stores",0.3277
2007-02-01,"All other general merchandise stores",0.3289
2007-03-01,"All other general merchandise stores",0.3264
2007-04-01,"All other general merchandise stores",0.3256
2007-05-01,"All other general merchandise stores",0.3254
2007-06-01,"All other general merchandise stores",0.3239
2007-07-01,"All other general merchandise stores",0.3221
2007-08-01,"All other general merchandise stores",0.3233
2007-09-01,"All other general merchandise stores",0.3257
2007-10-01,"All other general merchandise stores",0.3261
2007-11-01,"All other general merchandise stores",0.3282
2007-12-01,"All other general merchandise stores",0.337
2008-01-01,"All other general merchandise stores",0.3313
2008-02-01,"All other general merchandise stores",0.3298
2008-03-01,"All other general merchandise stores",0.3307
2008-04-01,"All other general merchandise stores",0.3261
2008-05-01,"All other general merchandise stores",0.3269
2008-06-01,"All other general merchandise stores",0.3327
2008-07-01,"All other general merchandise stores",0.3335
2008-08-01,"All other general merchandise stores",0.334
2008-09-01,"All other general merchandise stores",0.3327
2008-10-01,"All other general merchandise stores",0.3321
2008-11-01,"All other general merchandise stores",0.3294
2008-12-01,"All other general merchandise stores",0.3316
2009-01-01,"All other general merchandise stores",0.3314
2009-02-01,"All other general merchandise stores",0.3305
2009-03-01,"All other general merchandise stores",0.3311
2009-04-01,"All other general merchandise stores",0.3301
2009-05-01,"All other general merchandise stores",0.3324
2009-06-01,"All other general merchandise stores",0.3364
2009-07-01,"All other general merchandise stores",0.3373
2009-08-01,"All other general merchandise stores",0.3394
2009-09-01,"All other general merchandise stores",0.3379
